,year,month,day,date,epochTime,raw_value,NaN,isodate,value.avg
0,2004,1,29,01/29/2004,1075334400,1.1151124238967896,25.0,01/29/2004,1.1151124238967896
1,2004,2,5,02/05/2004,1075939200,0.5317531228065491,25.0,02/05/2004,0.5317531228065491
2,2004,2,12,02/12/2004,1076544000,0.25657519698143005,25.0,02/12/2004,0.25657519698143005
3,2004,2,19,02/19/2004,1077148800,0.6850541234016418,25.0,02/19/2004,0.6850541234016418
4,2004,2,26,02/26/2004,1077753600,-0.02064206264913082,25.0,02/26/2004,-0.02064206264913082
5,2004,3,4,03/04/2004,1078358400,0.5005981922149658,25.0,03/04/2004,0.5005981922149658
6,2004,3,11,03/11/2004,1078963200,0.23080694675445557,25.0,03/11/2004,0.23080694675445557
7,2004,3,18,03/18/2004,1079568000,-0.4214515686035156,25.0,03/18/2004,-0.4214515686035156
8,2004,3,25,03/25/2004,1080172800,-0.528887927532196,25.0,03/25/2004,-0.528887927532196
9,2004,4,1,04/01/2004,1080777600,-0.97220379114151,25.0,04/01/2004,-0.97220379114151
10,2004,4,8,04/08/2004,1081382400,-0.6942284107208252,25.0,04/08/2004,-0.6942284107208252
11,2004,4,15,04/15/2004,1081987200,0.21343602240085602,25.0,04/15/2004,0.21343602240085602
12,2004,4,22,04/22/2004,1082592000,0.23361404240131378,25.0,04/22/2004,0.23361404240131378
13,2004,4,29,04/29/2004,1083196800,-0.12331924587488174,25.0,04/29/2004,-0.12331924587488174
14,2004,5,6,05/06/2004,1083801600,-0.41629600524902344,25.0,05/06/2004,-0.41629600524902344
15,2004,5,13,05/13/2004,1084406400,-0.1907319575548172,25.0,05/13/2004,-0.1907319575548172
16,2004,5,20,05/20/2004,1085011200,-0.018991271033883095,25.0,05/20/2004,-0.018991271033883095
17,2004,5,27,05/27/2004,1085616000,0.8472791314125061,25.0,05/27/2004,0.8472791314125061
18,2004,6,3,06/03/2004,1086220800,0.6379844546318054,25.0,06/03/2004,0.6379844546318054
19,2004,6,10,06/10/2004,1086825600,0.07666146010160446,25.0,06/10/2004,0.07666146010160446
20,2004,6,17,06/17/2004,1087430400,0.008307024836540222,25.0,06/17/2004,0.008307024836540222
21,2004,6,24,06/24/2004,1088035200,-0.8740871548652649,25.0,06/24/2004,-0.8740871548652649
22,2004,7,1,07/01/2004,1088640000,-1.4095516204833984,25.0,07/01/2004,-1.4095516204833984
23,2004,7,8,07/08/2004,1089244800,-1.2072303295135498,25.0,07/08/2004,-1.2072303295135498
24,2004,7,15,07/15/2004,1089849600,-1.0060948133468628,25.0,07/15/2004,-1.0060948133468628
25,2004,7,22,07/22/2004,1090454400,-0.7232964634895325,25.0,07/22/2004,-0.7232964634895325
26,2004,7,29,07/29/2004,1091059200,-0.6258975267410278,25.0,07/29/2004,-0.6258975267410278
27,2004,8,5,08/05/2004,1091664000,-0.4414522647857666,25.0,08/05/2004,-0.4414522647857666
28,2004,8,12,08/12/2004,1092268800,-0.09932004660367966,25.0,08/12/2004,-0.09932004660367966
29,2004,8,19,08/19/2004,1092873600,-2.0346176624298096,25.0,08/19/2004,-2.0346176624298096
30,2004,8,26,08/26/2004,1093478400,-1.2984386682510376,25.0,08/26/2004,-1.2984386682510376
31,2004,9,2,09/02/2004,1094083200,-1.658895492553711,25.0,09/02/2004,-1.658895492553711
32,2004,9,9,09/09/2004,1094688000,-1.2360413074493408,25.0,09/09/2004,-1.2360413074493408
33,2004,9,16,09/16/2004,1095292800,0.8314962387084961,25.0,09/16/2004,0.8314962387084961
34,2004,9,23,09/23/2004,1095897600,0.7151334881782532,25.0,09/23/2004,0.7151334881782532
35,2004,9,30,09/30/2004,1096502400,0.2416124939918518,25.0,09/30/2004,0.2416124939918518
36,2004,10,7,10/07/2004,1097107200,-0.3020050525665283,25.0,10/07/2004,-0.3020050525665283
37,2004,10,14,10/14/2004,1097712000,-0.8619784712791443,25.0,10/14/2004,-0.8619784712791443
38,2004,10,21,10/21/2004,1098316800,-1.9941163063049316,25.0,10/21/2004,-1.9941163063049316
39,2004,10,28,10/28/2004,1098921600,-1.165324091911316,25.0,10/28/2004,-1.165324091911316
40,2004,11,4,11/04/2004,1099526400,-0.5851054787635803,25.0,11/04/2004,-0.5851054787635803
41,2004,11,11,11/11/2004,1100131200,-0.4616020619869232,25.0,11/11/2004,-0.4616020619869232
42,2004,11,18,11/18/2004,1100736000,0.9280053973197937,25.0,11/18/2004,0.9280053973197937
43,2004,11,25,11/25/2004,1101340800,0.949722945690155,25.0,11/25/2004,0.949722945690155
44,2004,12,2,12/02/2004,1101945600,1.10713791847229,25.0,12/02/2004,1.10713791847229
45,2004,12,11,12/11/2004,1102723200,1.7198076248168945,25.0,12/11/2004,1.7198076248168945
46,2004,12,18,12/18/2004,1103328000,1.4080079793930054,25.0,12/18/2004,1.4080079793930054
47,2004,12,25,12/25/2004,1103932800,0.62433260679245,25.0,12/25/2004,0.62433260679245
48,2005,1,1,01/01/2005,1104537600,0.18150287866592407,25.0,01/01/2005,0.18150287866592407
49,2005,1,8,01/08/2005,1105142400,0.28259122371673584,25.0,01/08/2005,0.28259122371673584
50,2005,1,15,01/15/2005,1105747200,-0.1386427879333496,25.0,01/15/2005,-0.1386427879333496
51,2005,1,22,01/22/2005,1106352000,-0.5048156976699829,25.0,01/22/2005,-0.5048156976699829
52,2005,1,29,01/29/2005,1106956800,-0.10224899649620056,25.0,01/29/2005,-0.10224899649620056
53,2005,2,5,02/05/2005,1107561600,-1.05763578414917,25.0,02/05/2005,-1.05763578414917
54,2005,2,12,02/12/2005,1108166400,-1.570644497871399,25.0,02/12/2005,-1.570644497871399
55,2005,2,19,02/19/2005,1108771200,-1.2230167388916016,25.0,02/19/2005,-1.2230167388916016
56,2005,2,26,02/26/2005,1109376000,-1.2959989309310913,25.0,02/26/2005,-1.2959989309310913
57,2005,3,5,03/05/2005,1109980800,-0.7134480476379395,25.0,03/05/2005,-0.7134480476379395
58,2005,3,12,03/12/2005,1110585600,-0.2855452299118042,25.0,03/12/2005,-0.2855452299118042
59,2005,3,19,03/19/2005,1111190400,-0.5800750255584717,25.0,03/19/2005,-0.5800750255584717
60,2005,3,26,03/26/2005,1111795200,-0.8219630122184753,25.0,03/26/2005,-0.8219630122184753
61,2005,4,2,04/02/2005,1112400000,-0.7620947360992432,25.0,04/02/2005,-0.7620947360992432
62,2005,4,9,04/09/2005,1113004800,-0.744833767414093,25.0,04/09/2005,-0.744833767414093
63,2005,4,16,04/16/2005,1113609600,-0.8086220622062683,25.0,04/16/2005,-0.8086220622062683
64,2005,4,23,04/23/2005,1114214400,-0.42766404151916504,25.0,04/23/2005,-0.42766404151916504
65,2005,4,30,04/30/2005,1114819200,-0.7097368836402893,25.0,04/30/2005,-0.7097368836402893
66,2005,5,7,05/07/2005,1115424000,-0.1621575802564621,25.0,05/07/2005,-0.1621575802564621
67,2005,5,14,05/14/2005,1116028800,0.007021645549684763,25.0,05/14/2005,0.007021645549684763
68,2005,5,21,05/21/2005,1116633600,0.06533721834421158,25.0,05/21/2005,0.06533721834421158
69,2005,5,28,05/28/2005,1117238400,0.11428887397050858,25.0,05/28/2005,0.11428887397050858
